,comment_text,toxic
345,"""
Yes, it looks much better than before. At the top of the page, it says """"This article needs additional citations for verification"""", may be britannica encyclopedia could help adding citations... I dunno. Cheers,   """,0
346,"Okay, I'll give it another whirl via email.  If worst comes to worst, i.e. if I do not get a reply soon, than I can always just use new accounts if I am ignored and that way it will just keep those who have been stalking me tied down/busy chasing me around rather than trying to delete content.  Take care!",0
347,"North Eastern Region of Jharkhand  

Wiki says North Eastern Region of Jharkhand is Angika region.  However, official language of theses districts of Jharkhand is not Angika but Hindi, Santali.  This is confusing.  So, it needs some clarification as to how come district of Jharkhand where the official language is Hindi, Santali could be Angika region.  Only those districts would be in Angika region where official language is Angika. 

````",0
348,"""
The vote was on the Campbell Case but the primary reason was the Russian Treaties:

""""Baldwin was careful to emphasise that the Treaties were the substance of his objections. Standfordham wrote to the King, on 7 October, 'I saw Mr Baldwin who, in reply to my question """"Do you want to turn the Government out?"""" said """"Yes, but not on the Campbell issue, but on the Russian Treaties which the country generally condemns."""" He sees no alternative to a dissolution; it has always been expected, some wished for it before now, though he is opposed to hastening the Government's fall. ...' ... And it is true that only in the House of Commons were Baldwin's strictures based on the Campbell case – at Newcastle on 2 October he congratulated MacDonald on the agreement, achieved at a conference in London, on the Dawes Plan for reparations, and then spent the rest of the speech alternately pouring scorn on the Labour party's subservience to its extremists, and tearing to pieces the Russian agreement. But the final debate on 8 October was a mean Parliamentary occasion. Two days before, in a meeting which was something of a suave qui puet, the Cabinet decided to take it as a vote of confidence, preferring to go out on the Campbell case to a defeat on the Russian Treaties which might give the left wing too much prominence.—Middlemas and Barnes, p. 273.  """,0
349,"Jayjg, stop the Spin (public relations) tactics.",0
350,"""
No, I just quoted Bryant that talks about popular and secondary creator.  They are literally in the same paragraph.Talk """,0
351,"Future Perfect at Sunrise|☼]] 14:59, 16",0
352,"""
In general, the outside sourcing should exceed the inside sourcing. If there's an entire section without any references, you don't have enough. The lede refers to a """"dire need""""  this would generally be seen as over-the-top. Look at the APO article for ideas on how to speak about your group.   """,0
353,"That's a rather feeble premise to argue showing an excessive number of photos prominently showing 24 different women's vaginas, compared to one human male penis 3/4 of the way down the page on the equivalent article for male genitalia. This demonstrates the overwhelming male bias in editorial content on Wikipedia. 86.13.182.103",0
354,"""

OKAY, I have now tried to just delete the offensive sentences in the beginning about Mr. Irving being a socalled 'holocaust denier'. He says himself he is not, and acknowledges that many jews were killed during the war, however he does not go along with the 6 million jews killed-figure, as he reckons the number to be lower. And it really comes down to that: """" David has the right to question anything relating to history and WW2 is his speciality, and he actually makes a living of questioning and critically examining sources.

I also decided to delete the account about him loosing a court case in 2000. David have launched several libel cases before - in 1996 he won 45000 £ libel-damage against an English Sunday Newspaper. The fact that he this time lost is not something that should figure at the head of his CV. Many people also find it extraordinary that a judge can deside what a person IS or is not, and what beliefs he holds.""",0
355,There I've made him bold. Thats better. Lemmey  talk,0
356,".

After that my father started taken Melfalan.Now it is nearly 1 and half year and his health condition is not good.I am consulting with the Doctors",0
357,"I'm pretty sure the incident has already been included. And I know how to handle my own at riots, too. 8)",0
358,I'm afraid that's a broken link for me. -,0
359,Ok. Maybe you want to comment on the Talk page about that. It's interestig to know.,0
360,"""
Oppose I find it hard to believe this requires an RFC, but such is the wikiworld... 連絡 見学/迷惑 """,0
361,"History? ==

Can someone provide some information regarding the contracting of the AC service area? AC Transit used to serve most of the cities of the 680 corridor, but the cities basically kicked out AC Transit and now run their own services. Part of the reason was that AC Transit was under-serving the suburbs, while spending their money on underutilized services in the urban areas.  That history should be reflected in this article. '''''' (talk) 

==",0
362,"""Please do not create any more elephant nonsense pages.  talk """,0
363,""" , I and   —Preceding undated comment added  

 , I and  (talk ⋅ contribs) We do not care that WIKINEWS even considers Dr. Rafizadeh as an expert and interviewed hin here: https://en.wikinews.org/wiki/Wikinews_interviews_Scott_Lucas,_Eyal_Zisser,_Majid_Rafizadeh_about_risks_of_US_military_intervention_in_Syria

We """"simply, do not care. We do not care even if he publishes on CNN or NYT or quoted on CNN and New York Times like here 

http://www.cnn.com/2013/06/16/opinion/iran-rouhani-syria-rafizadeh/index.html
http://globalpublicsquare.blogs.cnn.com/2012/08/07/jobs-key-to-middle-easts-revolutionary-wave/
http://edition.cnn.com/2013/05/08/world/meast/syria-shiites

Does not matter even if BBC World service made bio of him here: http://www.bbc.co.uk/programmes/p01gsjfk

Dos not matter if CNN and France International wrote about him and his family members being killed here  

http://www.france24.com/en/20120831-syria-majid-rafizadeh-kidnap-family-targetted-civil-war-shabiha-opposition-bashar-assad

I and  (talk ⋅ contribs) will never change our opinion.  (talk is always right. 

We also dont care that he published in almost all national and international outlets including scholarly and academic works like here  https://scholar.google.com/scholar?hl=en&q;=majid+rafizadeh+&btnG;=&as;_sdt=1%2C29&as;_sdtp= 

I and  (talk are right. We are Jewish and we are right and we will never change our opinion whatever evidence you show.

""",0
